Employee ID,Age,Attrition,Department,DistanceFromHome,Education,Education Text,EducationField,EnvironmentSatisfaction,EnvironmentSatisfaction Text,JobSatisfaction,JobSatisfaction Text,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,WorkLifeBalance Text,YearsAtCompany
1260,31,Yes,Research & Development,29,2,Some College,Medical,3,High,2,Medium,Single,3479,0,4,Best,5
1261,32,No,Research & Development,7,3,Bachelor,Life Sciences,2,Medium,2,Medium,Married,2794,1,1,Bad,5
1262,38,No,Sales,2,2,Some College,Life Sciences,4,Very High,4,Very High,Married,5249,3,3,Better,8
1263,32,No,Research & Development,2,1,Below College,Technical Degree,4,Very High,1,Low,Single,2176,4,3,Better,6
1264,46,No,Sales,2,3,Bachelor,Technical Degree,3,High,2,Medium,Married,16872,3,2,Good,7
1265,28,Yes,Research & Development,2,4,Master,Life Sciences,1,Low,3,High,Single,3485,2,1,Bad,0
1266,29,No,Sales,2,3,Bachelor,Medical,1,Low,2,Medium,Married,6644,2,3,Better,0
1267,31,No,Research & Development,23,3,Bachelor,Medical,2,Medium,4,Very High,Married,5582,0,3,Better,9
1268,25,No,Research & Development,5,2,Some College,Life Sciences,2,Medium,1,Low,Divorced,4000,1,3,Better,6
1269,45,No,Research & Development,20,2,Some College,Medical,3,High,4,Very High,Married,13496,0,3,Better,20
1270,36,No,Research & Development,6,3,Bachelor,Life Sciences,4,Very High,4,Very High,Married,3210,0,3,Better,15
1271,55,No,Research & Development,1,3,Bachelor,Medical,4,Very High,1,Low,Single,19045,0,3,Better,36
1272,47,Yes,Research & Development,29,4,Master,Life Sciences,1,Low,2,Medium,Married,11849,1,2,Good,10
1273,28,No,Research & Development,9,3,Bachelor,Medical,4,Very High,4,Very High,Married,2070,1,2,Good,5
1274,37,No,Sales,6,4,Master,Medical,3,High,4,Very High,Married,6502,4,4,Best,5
1275,21,No,Research & Development,3,2,Some College,Medical,4,Very High,3,High,Single,3230,1,4,Best,3
1276,37,No,Research & Development,1,4,Master,Medical,1,Low,4,Very High,Divorced,13603,2,3,Better,5
1277,35,No,Research & Development,22,3,Bachelor,Life Sciences,2,Medium,2,Medium,Divorced,11996,7,2,Good,7
1278,38,No,Sales,7,2,Some College,Medical,1,Low,1,Low,Divorced,5605,1,3,Better,8
1279,26,No,Research & Development,1,3,Bachelor,Life Sciences,3,High,2,Medium,Divorced,6397,1,1,Bad,6
1280,50,No,Research & Development,4,1,Below College,Life Sciences,1,Low,2,Medium,Divorced,19144,3,2,Good,10
1281,53,No,Research & Development,3,4,Master,Medical,3,High,3,High,Married,17584,3,2,Good,5
1282,42,No,Sales,1,1,Below College,Life Sciences,2,Medium,3,High,Married,4907,1,3,Better,20
1283,29,No,Sales,2,2,Some College,Life Sciences,2,Medium,4,Very High,Single,4554,1,2,Good,10
1284,55,No,Research & Development,20,2,Some College,Technical Degree,2,Medium,4,Very High,Married,5415,3,3,Better,10
1285,26,No,Research & Development,11,2,Some College,Medical,1,Low,1,Low,Married,4741,1,3,Better,5
1286,37,No,Research & Development,1,3,Bachelor,Life Sciences,4,Very High,4,Very High,Single,2115,1,3,Better,17
1287,44,Yes,Research & Development,24,3,Bachelor,Life Sciences,4,Very High,3,High,Divorced,3161,3,1,Bad,1
1288,38,No,Research & Development,23,4,Master,Life Sciences,4,Very High,4,Very High,Divorced,5745,9,3,Better,2
1289,26,Yes,Research & Development,16,4,Master,Medical,1,Low,2,Medium,Divorced,2373,2,3,Better,3
1290,28,No,Research & Development,8,2,Some College,Life Sciences,4,Very High,4,Very High,Single,3310,1,3,Better,5
1291,49,No,Research & Development,10,4,Master,Life Sciences,3,High,1,Low,Single,18665,9,3,Better,3
1292,36,No,Research & Development,3,3,Bachelor,Technical Degree,3,High,2,Medium,Single,4485,4,3,Better,8
1293,31,No,Sales,5,3,Bachelor,Marketing,4,Very High,2,Medium,Divorced,2789,1,2,Good,2
1294,26,Yes,Sales,4,4,Master,Marketing,4,Very High,4,Very High,Single,5828,1,3,Better,8
1295,37,No,Research & Development,9,3,Bachelor,Medical,2,Medium,4,Very High,Married,2326,1,2,Good,4
1296,42,No,Sales,26,3,Bachelor,Marketing,3,High,2,Medium,Married,13525,5,4,Best,20
1297,18,Yes,Research & Development,3,3,Bachelor,Life Sciences,3,High,3,High,Single,1420,1,3,Better,0
1298,35,No,Sales,16,3,Bachelor,Marketing,3,High,2,Medium,Married,8020,0,2,Good,11
1299,36,No,Research & Development,18,4,Master,Life Sciences,3,High,4,Very High,Married,3688,4,3,Better,1
1300,51,No,Research & Development,2,3,Bachelor,Medical,4,Very High,2,Medium,Divorced,5482,5,3,Better,4
1301,41,No,Sales,2,4,Master,Life Sciences,4,Very High,2,Medium,Single,16015,1,3,Better,22
1302,18,No,Sales,10,3,Bachelor,Medical,4,Very High,3,High,Single,1200,1,3,Better,0
1303,28,No,Research & Development,16,2,Some College,Medical,2,Medium,1,Low,Single,5661,0,3,Better,8
1304,31,No,Sales,7,3,Bachelor,Technical Degree,2,Medium,4,Very High,Married,6929,4,2,Good,8
1305,39,No,Research & Development,1,3,Bachelor,Medical,3,High,4,Very High,Divorced,9613,0,2,Good,18
1306,36,No,Research & Development,24,4,Master,Life Sciences,2,Medium,2,Medium,Married,5674,7,3,Better,9
1307,32,No,Sales,7,3,Bachelor,Life Sciences,4,Very High,3,High,Married,5484,1,2,Good,13
1308,38,No,Research & Development,25,2,Some College,Life Sciences,1,Low,2,Medium,Married,12061,3,3,Better,10
1309,58,No,Research & Development,1,4,Master,Life Sciences,4,Very High,3,High,Divorced,5660,2,3,Better,5
1310,31,No,Research & Development,5,4,Master,Technical Degree,3,High,4,Very High,Married,4821,0,3,Better,5
1311,31,No,Human Resources,2,3,Bachelor,Human Resources,1,Low,1,Low,Married,6410,3,3,Better,2
1312,45,No,Research & Development,7,3,Bachelor,Life Sciences,1,Low,1,Low,Divorced,5210,1,3,Better,24
1313,31,No,Research & Development,2,4,Master,Life Sciences,3,High,4,Very High,Divorced,2695,0,1,Bad,2
1314,33,No,Research & Development,5,4,Master,Life Sciences,4,Very High,2,Medium,Married,11878,6,3,Better,10
1315,39,No,Research & Development,10,1,Below College,Medical,3,High,1,Low,Married,17068,1,3,Better,21
1316,43,No,Research & Development,10,4,Master,Life Sciences,3,High,4,Very High,Single,2455,0,3,Better,8
1317,49,No,Research & Development,1,2,Some College,Technical Degree,3,High,3,High,Single,13964,7,3,Better,7
1318,52,Yes,Research & Development,8,4,Master,Medical,3,High,2,Medium,Married,4941,2,2,Good,8
1319,27,No,Research & Development,5,3,Bachelor,Life Sciences,3,High,2,Medium,Single,2478,1,2,Good,4
1320,32,No,Sales,8,2,Some College,Technical Degree,3,High,2,Medium,Married,5228,1,3,Better,13
1321,27,No,Sales,2,3,Bachelor,Life Sciences,4,Very High,3,High,Single,4478,1,3,Better,5
1322,31,No,Sales,7,3,Bachelor,Marketing,4,Very High,4,Very High,Divorced,7547,4,3,Better,7
1323,32,No,Research & Development,2,4,Master,Medical,1,Low,4,Very High,Single,5055,7,2,Good,7
1324,28,Yes,Research & Development,2,4,Master,Medical,1,Low,4,Very High,Married,3464,5,2,Good,3
1325,30,No,Research & Development,28,2,Some College,Medical,4,Very High,4,Very High,Married,5775,1,3,Better,10
1326,31,No,Research & Development,7,2,Some College,Life Sciences,3,High,3,High,Married,8943,1,3,Better,10
1327,39,No,Research & Development,7,2,Some College,Medical,3,High,4,Very High,Married,19272,1,3,Better,21
1328,39,Yes,Sales,3,2,Some College,Medical,4,Very High,3,High,Married,5238,4,2,Good,1
1329,33,No,Sales,10,3,Bachelor,Marketing,2,Medium,4,Very High,Single,4682,3,2,Good,7
1330,47,No,Research & Development,5,5,Doctor,Life Sciences,4,Very High,3,High,Married,18300,4,3,Better,3
1331,43,No,Research & Development,10,4,Master,Life Sciences,3,High,3,High,Divorced,5257,1,4,Best,9
1332,27,No,Sales,1,1,Below College,Marketing,3,High,2,Medium,Married,6349,0,3,Better,5
1333,54,No,Research & Development,20,4,Master,Life Sciences,4,Very High,3,High,Single,4869,3,2,Good,4
1334,43,No,Research & Development,7,3,Bachelor,Life Sciences,3,High,1,Low,Married,9985,8,2,Good,1
1335,45,No,Research & Development,8,4,Master,Other,4,Very High,4,Very High,Married,3697,9,3,Better,10
1336,40,No,Sales,1,2,Some College,Medical,2,Medium,4,Very High,Married,7457,2,2,Good,4
1337,29,Yes,Research & Development,8,4,Master,Other,2,Medium,1,Low,Married,2119,1,2,Good,7
1338,29,No,Research & Development,9,5,Doctor,Other,2,Medium,4,Very High,Single,3983,0,3,Better,3
1339,30,No,Sales,5,3,Bachelor,Marketing,4,Very High,3,High,Divorced,6118,1,3,Better,10
1340,27,No,Sales,8,4,Master,Marketing,2,Medium,2,Medium,Married,6214,1,3,Better,8
1341,37,No,Research & Development,5,2,Some College,Medical,4,Very High,4,Very High,Divorced,6347,7,2,Good,6
1342,38,No,Research & Development,15,2,Some College,Life Sciences,3,High,4,Very High,Divorced,11510,0,3,Better,11
1343,31,No,Research & Development,7,4,Master,Medical,3,High,4,Very High,Single,7143,1,2,Good,11
1344,29,No,Sales,10,1,Below College,Marketing,4,Very High,2,Medium,Divorced,8268,1,3,Better,7
1345,35,No,Research & Development,5,4,Master,Technical Degree,3,High,2,Medium,Single,8095,0,3,Better,16
1346,23,No,Research & Development,26,1,Below College,Life Sciences,3,High,4,Very High,Divorced,2904,1,2,Good,4
1347,41,No,Research & Development,6,3,Bachelor,Medical,4,Very High,2,Medium,Single,6032,6,3,Better,5
1348,47,No,Sales,4,1,Below College,Medical,2,Medium,3,High,Single,2976,3,3,Better,0
1349,42,No,Research & Development,23,5,Doctor,Life Sciences,1,Low,4,Very High,Single,15992,2,3,Better,1
1350,29,No,Sales,2,3,Bachelor,Life Sciences,4,Very High,3,High,Married,4649,1,2,Good,4
1351,42,No,Human Resources,2,1,Below College,Technical Degree,3,High,3,High,Divorced,2696,0,3,Better,3
1352,32,No,Research & Development,2,3,Bachelor,Medical,3,High,2,Medium,Married,2370,1,3,Better,8
1353,48,No,Sales,29,1,Below College,Medical,1,Low,3,High,Married,12504,3,1,Bad,0
1354,37,No,Research & Development,6,3,Bachelor,Medical,3,High,1,Low,Divorced,5974,4,3,Better,7
1355,30,No,Sales,25,2,Some College,Technical Degree,4,Very High,3,High,Married,4736,7,4,Best,2
1356,26,No,Sales,1,3,Bachelor,Life Sciences,3,High,3,High,Married,5296,1,3,Better,8
1357,42,No,Research & Development,2,4,Master,Other,1,Low,4,Very High,Single,6781,3,3,Better,1
1358,21,Yes,Sales,1,1,Below College,Technical Degree,1,Low,2,Medium,Single,2174,1,3,Better,3
1359,36,No,Sales,1,5,Doctor,Medical,4,Very High,4,Very High,Single,6653,4,3,Better,1
1360,36,No,Sales,3,4,Master,Medical,1,Low,4,Very High,Married,9699,4,3,Better,13
1361,57,No,Research & Development,1,4,Master,Medical,4,Very High,3,High,Married,6755,2,3,Better,3
1362,40,No,Research & Development,10,4,Master,Life Sciences,4,Very High,3,High,Married,2213,3,3,Better,7
1363,21,No,Sales,9,2,Some College,Medical,1,Low,4,Very High,Single,2610,1,2,Good,3
1364,33,Yes,Sales,5,3,Bachelor,Marketing,4,Very High,3,High,Single,2851,1,3,Better,1
1365,37,No,Research & Development,10,3,Bachelor,Medical,3,High,1,Low,Married,3452,6,3,Better,5
1366,46,No,Research & Development,7,4,Master,Medical,3,High,3,High,Married,5258,2,4,Best,1
1367,41,Yes,Sales,4,3,Bachelor,Marketing,1,Low,2,Medium,Single,9355,1,3,Better,8
1368,50,No,Research & Development,10,3,Bachelor,Technical Degree,4,Very High,4,Very High,Single,10496,6,3,Better,4
1369,40,Yes,Sales,22,2,Some College,Marketing,3,High,3,High,Married,6380,2,3,Better,6
1370,31,No,Research & Development,9,4,Master,Life Sciences,3,High,2,Medium,Single,2657,0,3,Better,2
1371,21,Yes,Sales,12,3,Bachelor,Life Sciences,3,High,2,Medium,Single,2716,1,3,Better,1
1372,29,No,Research & Development,23,3,Bachelor,Life Sciences,4,Very High,4,Very High,Single,2201,9,3,Better,3
1373,35,No,Research & Development,9,4,Master,Life Sciences,3,High,2,Medium,Single,6540,9,3,Better,1
1374,27,No,Research & Development,1,2,Some College,Medical,4,Very High,2,Medium,Divorced,3816,1,3,Better,5
1375,28,No,Sales,9,4,Master,Life Sciences,2,Medium,4,Very High,Single,5253,1,3,Better,7
1376,49,No,Research & Development,7,3,Bachelor,Other,2,Medium,3,High,Single,10965,8,3,Better,5
1377,51,No,Sales,14,2,Some College,Life Sciences,3,High,4,Very High,Married,4936,4,2,Good,7
1378,36,No,Research & Development,2,3,Bachelor,Life Sciences,4,Very High,3,High,Married,2543,4,3,Better,2
1379,34,Yes,Sales,19,3,Bachelor,Marketing,1,Low,4,Very High,Single,5304,8,2,Good,5
1380,55,No,Research & Development,2,3,Bachelor,Life Sciences,3,High,4,Very High,Single,16659,2,3,Better,5
1381,24,No,Sales,10,4,Master,Marketing,4,Very High,3,High,Divorced,4260,1,4,Best,5
1382,30,No,Sales,2,1,Below College,Technical Degree,3,High,2,Medium,Married,2476,1,3,Better,1
1383,26,Yes,Research & Development,3,1,Below College,Technical Degree,3,High,1,Low,Single,3102,0,3,Better,6
1384,22,No,Research & Development,11,3,Bachelor,Medical,1,Low,2,Medium,Married,2244,1,3,Better,2
1385,36,No,Sales,2,2,Some College,Medical,2,Medium,3,High,Married,7596,1,3,Better,10
1386,30,Yes,Research & Development,4,3,Bachelor,Technical Degree,3,High,4,Very High,Single,2285,9,3,Better,1
1387,37,No,Research & Development,14,3,Bachelor,Life Sciences,4,Very High,1,Low,Divorced,3034,1,2,Good,18
1388,40,No,Sales,2,2,Some College,Marketing,4,Very High,2,Medium,Divorced,5715,7,3,Better,5
1389,42,No,Research & Development,1,4,Master,Life Sciences,2,Medium,1,Low,Divorced,2576,3,3,Better,5
1390,37,No,Research & Development,10,4,Master,Life Sciences,3,High,2,Medium,Single,4197,2,2,Good,1
1391,43,No,Research & Development,12,3,Bachelor,Life Sciences,1,Low,2,Medium,Divorced,14336,1,3,Better,25
1392,40,No,Research & Development,2,3,Bachelor,Medical,2,Medium,3,High,Married,3448,6,3,Better,1
1393,54,No,Research & Development,5,2,Some College,Medical,1,Low,1,Low,Married,19406,4,2,Good,4
1394,34,No,Sales,4,4,Master,Marketing,3,High,3,High,Married,6538,9,3,Better,3
1395,31,No,Research & Development,7,2,Some College,Medical,2,Medium,1,Low,Married,4306,1,1,Bad,13
1396,43,No,Research & Development,21,3,Bachelor,Medical,4,Very High,4,Very High,Married,2258,7,3,Better,3
1397,43,No,Research & Development,8,4,Master,Other,3,High,3,High,Divorced,4522,4,3,Better,5
1398,25,No,Sales,4,2,Some College,Life Sciences,2,Medium,4,Very High,Single,4487,1,3,Better,5
1399,37,No,Research & Development,25,5,Doctor,Medical,2,Medium,3,High,Married,4449,3,3,Better,13
1400,31,No,Research & Development,1,2,Some College,Life Sciences,4,Very High,1,Low,Married,2218,1,3,Better,4
1401,39,No,Research & Development,1,1,Below College,Life Sciences,2,Medium,3,High,Divorced,19197,1,3,Better,21
1402,56,No,Sales,6,3,Bachelor,Life Sciences,3,High,1,Low,Married,13212,9,2,Good,7
1403,30,No,Sales,12,3,Bachelor,Technical Degree,2,Medium,3,High,Single,6577,0,3,Better,5
1404,41,No,Sales,1,3,Bachelor,Marketing,2,Medium,1,Low,Married,8392,1,3,Better,10
1405,28,No,Research & Development,17,2,Some College,Medical,3,High,1,Low,Divorced,4558,1,3,Better,10
1406,25,Yes,Research & Development,3,3,Bachelor,Medical,1,Low,1,Low,Married,4031,5,3,Better,2
1407,52,No,Research & Development,3,3,Bachelor,Medical,4,Very High,3,High,Married,7969,2,3,Better,5
1408,45,No,Research & Development,10,2,Some College,Life Sciences,1,Low,4,Very High,Married,2654,3,2,Good,2
1409,52,No,Research & Development,4,2,Some College,Life Sciences,4,Very High,4,Very High,Married,16555,2,1,Bad,5
1410,42,No,Research & Development,29,2,Some College,Life Sciences,1,Low,3,High,Divorced,4556,2,3,Better,5
1411,30,No,Research & Development,2,3,Bachelor,Life Sciences,3,High,4,Very High,Single,6091,2,3,Better,5
1412,60,No,Research & Development,7,3,Bachelor,Life Sciences,1,Low,1,Low,Married,19566,5,1,Bad,29
1413,46,No,Research & Development,18,3,Bachelor,Medical,3,High,3,High,Divorced,4810,2,2,Good,10
1414,42,No,Research & Development,28,4,Master,Technical Degree,4,Very High,4,Very High,Married,4523,0,4,Best,6
1415,24,Yes,Sales,1,1,Below College,Technical Degree,1,Low,2,Medium,Single,3202,1,3,Better,5
1416,34,Yes,Sales,6,2,Some College,Marketing,4,Very High,3,High,Divorced,2351,0,2,Good,2
1417,38,No,Research & Development,2,2,Some College,Life Sciences,4,Very High,4,Very High,Married,1702,1,3,Better,1
1418,40,No,Sales,2,4,Master,Life Sciences,3,High,3,High,Married,18041,0,3,Better,20
1419,26,No,Research & Development,23,3,Bachelor,Life Sciences,1,Low,4,Very High,Divorced,2886,1,1,Bad,3
1420,30,No,Research & Development,3,3,Bachelor,Life Sciences,3,High,4,Very High,Married,2097,4,1,Bad,5
1421,29,No,Research & Development,3,4,Master,Medical,2,Medium,3,High,Married,11935,1,3,Better,10
1422,29,Yes,Research & Development,25,5,Doctor,Technical Degree,3,High,2,Medium,Married,2546,5,4,Best,2
1423,19,Yes,Human Resources,2,2,Some College,Technical Degree,1,Low,4,Very High,Single,2564,1,4,Best,1
1424,30,No,Sales,22,4,Master,Other,3,High,1,Low,Married,8412,0,3,Better,9
1425,57,No,Sales,29,3,Bachelor,Marketing,1,Low,4,Very High,Divorced,14118,3,2,Good,1
1426,50,No,Research & Development,29,4,Master,Life Sciences,2,Medium,3,High,Married,17046,0,3,Better,27
1427,30,No,Research & Development,2,3,Bachelor,Medical,3,High,4,Very High,Single,2564,0,2,Good,11
1428,60,No,Sales,28,3,Bachelor,Marketing,3,High,1,Low,Married,10266,4,4,Best,18
1429,47,No,Research & Development,2,2,Some College,Medical,1,Low,4,Very High,Divorced,5070,5,3,Better,5
1430,46,No,Research & Development,2,3,Bachelor,Life Sciences,1,Low,3,High,Married,17861,6,1,Bad,3
1431,35,No,Research & Development,22,3,Bachelor,Life Sciences,4,Very High,3,High,Single,4230,0,3,Better,5
1432,54,No,Research & Development,8,4,Master,Life Sciences,3,High,3,High,Single,3780,7,3,Better,1
1433,34,No,Research & Development,2,4,Master,Life Sciences,4,Very High,3,High,Divorced,2768,3,3,Better,7
1434,46,No,Sales,10,3,Bachelor,Marketing,3,High,4,Very High,Married,9071,2,3,Better,3
1435,31,No,Research & Development,9,1,Below College,Life Sciences,3,High,2,Medium,Divorced,10648,1,4,Best,13
1436,33,Yes,Research & Development,15,1,Below College,Medical,2,Medium,3,High,Married,13610,7,4,Best,7
1437,33,Yes,Research & Development,10,1,Below College,Medical,1,Low,4,Very High,Divorced,3408,7,3,Better,4
1438,30,No,Sales,7,1,Below College,Marketing,4,Very High,2,Medium,Single,2983,0,3,Better,3
1439,35,No,Research & Development,16,3,Bachelor,Life Sciences,4,Very High,3,High,Married,7632,4,3,Better,8
1440,31,Yes,Research & Development,20,3,Bachelor,Life Sciences,1,Low,3,High,Married,9824,3,3,Better,1
1441,34,Yes,Human Resources,23,3,Bachelor,Human Resources,2,Medium,1,Low,Divorced,9950,9,3,Better,3
1442,42,No,Research & Development,5,2,Some College,Other,2,Medium,3,High,Married,2093,4,3,Better,2
1443,36,No,Sales,10,4,Master,Medical,2,Medium,4,Very High,Single,9980,1,2,Good,10
1444,22,Yes,Research & Development,4,1,Below College,Technical Degree,3,High,3,High,Single,3894,5,3,Better,2
1445,48,No,Sales,2,5,Doctor,Marketing,2,Medium,4,Very High,Married,4051,2,3,Better,9
1446,55,No,Sales,18,5,Doctor,Life Sciences,1,Low,2,Medium,Single,16835,3,3,Better,10
1447,41,No,Sales,10,2,Some College,Life Sciences,4,Very High,4,Very High,Single,6230,7,3,Better,14
1448,35,No,Sales,1,3,Bachelor,Marketing,2,Medium,3,High,Married,4717,9,3,Better,11
1449,40,No,Research & Development,6,3,Bachelor,Life Sciences,2,Medium,3,High,Single,13237,7,3,Better,20
1450,39,No,Research & Development,8,1,Below College,Life Sciences,3,High,3,High,Married,3755,1,3,Better,8
1451,31,No,Sales,2,1,Below College,Life Sciences,2,Medium,4,Very High,Single,6582,4,4,Best,6
1452,42,No,Research & Development,24,3,Bachelor,Medical,4,Very High,1,Low,Married,7406,1,2,Good,10
1453,45,No,Sales,2,3,Bachelor,Other,4,Very High,2,Medium,Married,4805,0,4,Best,8
1454,26,Yes,Human Resources,17,4,Master,Life Sciences,2,Medium,3,High,Divorced,2741,0,2,Good,7
1455,29,No,Research & Development,19,3,Bachelor,Technical Degree,4,Very High,4,Very High,Divorced,4262,4,4,Best,3
1456,33,No,Research & Development,1,5,Doctor,Medical,1,Low,3,High,Divorced,16184,4,3,Better,6
1457,31,No,Sales,7,3,Bachelor,Life Sciences,3,High,4,Very High,Divorced,11557,9,2,Good,5
1458,18,Yes,Sales,5,3,Bachelor,Marketing,2,Medium,2,Medium,Single,1878,1,3,Better,0
1459,40,No,Sales,28,3,Bachelor,Other,3,High,1,Low,Divorced,10932,3,3,Better,1
1460,41,No,Research & Development,2,4,Master,Other,1,Low,3,High,Single,6811,2,3,Better,8
1461,26,No,Sales,29,2,Some College,Medical,1,Low,3,High,Divorced,4306,5,3,Better,0
1462,35,No,Sales,1,3,Bachelor,Medical,1,Low,3,High,Single,4859,1,3,Better,5
1463,34,No,Sales,21,4,Master,Life Sciences,4,Very High,4,Very High,Single,5337,1,3,Better,10
1464,26,Yes,Research & Development,24,3,Bachelor,Technical Degree,3,High,4,Very High,Single,2340,1,1,Bad,1
1465,37,No,Research & Development,1,3,Bachelor,Technical Degree,2,Medium,4,Very High,Single,7491,4,4,Best,6
1466,46,No,Research & Development,18,1,Below College,Medical,1,Low,3,High,Married,10527,5,2,Good,2
1467,41,No,Sales,2,5,Doctor,Life Sciences,2,Medium,1,Low,Married,16595,7,3,Better,18
1468,37,No,Sales,9,4,Master,Medical,1,Low,2,Medium,Divorced,8834,1,3,Better,9
1469,52,No,Research & Development,6,2,Some College,Technical Degree,4,Very High,1,Low,Divorced,5577,3,3,Better,10
1470,32,Yes,Sales,11,4,Master,Other,4,Very High,3,High,Married,4707,8,3,Better,4
1471,24,No,Sales,24,3,Bachelor,Medical,4,Very High,4,Very High,Married,2400,0,3,Better,2
1472,38,No,Research & Development,10,3,Bachelor,Medical,3,High,3,High,Married,9824,3,3,Better,1
1473,37,No,Research & Development,1,4,Master,Life Sciences,2,Medium,2,Medium,Married,6447,6,2,Good,6
1474,49,No,Research & Development,18,4,Master,Life Sciences,4,Very High,3,High,Divorced,19502,1,3,Better,31
1475,24,No,Research & Development,23,3,Bachelor,Medical,2,Medium,4,Very High,Married,2725,1,3,Better,6
1476,26,No,Sales,28,2,Some College,Marketing,1,Low,2,Medium,Married,6272,1,4,Best,5
1477,24,No,Research & Development,17,2,Some College,Other,4,Very High,2,Medium,Married,2127,1,3,Better,1
1478,50,No,Human Resources,3,3,Bachelor,Medical,1,Low,2,Medium,Married,18200,1,3,Better,32
1479,25,No,Sales,13,1,Below College,Medical,2,Medium,3,High,Married,2096,1,3,Better,7
1480,24,Yes,Research & Development,7,3,Bachelor,Life Sciences,1,Low,3,High,Married,2886,1,3,Better,6
1481,30,Yes,Sales,12,4,Master,Life Sciences,2,Medium,1,Low,Married,2033,1,4,Best,1
1482,34,No,Research & Development,1,2,Some College,Life Sciences,2,Medium,4,Very High,Married,3622,1,3,Better,6
1483,31,Yes,Sales,13,4,Master,Medical,2,Medium,1,Low,Divorced,4233,2,1,Bad,3
1484,35,No,Research & Development,25,2,Some College,Other,1,Low,4,Very High,Single,3681,4,3,Better,3
1485,31,No,Sales,6,4,Master,Medical,1,Low,4,Very High,Divorced,5460,4,4,Best,7
1486,27,No,Research & Development,6,4,Master,Medical,1,Low,3,High,Divorced,2187,0,2,Good,5
1487,37,No,Sales,2,3,Bachelor,Marketing,4,Very High,3,High,Married,9602,4,2,Good,3
1488,20,No,Research & Development,1,3,Bachelor,Life Sciences,4,Very High,2,Medium,Single,2836,1,4,Best,1
1489,42,No,Research & Development,2,4,Master,Life Sciences,3,High,4,Very High,Married,4089,1,3,Better,10
1490,43,No,Research & Development,6,4,Master,Other,2,Medium,4,Very High,Divorced,16627,4,2,Good,1
1491,38,No,Research & Development,1,1,Below College,Life Sciences,3,High,1,Low,Single,2619,3,2,Good,0
1492,43,No,Research & Development,9,5,Doctor,Medical,4,Very High,3,High,Divorced,5679,3,3,Better,8
1493,48,No,Research & Development,1,4,Master,Life Sciences,4,Very High,1,Low,Married,15402,7,1,Bad,3
1494,44,No,Human Resources,1,4,Master,Life Sciences,1,Low,3,High,Single,5985,4,4,Best,2
1495,34,No,Sales,14,3,Bachelor,Technical Degree,3,High,3,High,Divorced,2579,1,3,Better,8
1496,27,Yes,Sales,2,1,Below College,Marketing,3,High,1,Low,Divorced,3041,0,3,Better,4
1497,21,No,Sales,22,1,Below College,Technical Degree,3,High,3,High,Single,3447,1,3,Better,3
1498,44,No,Research & Development,3,4,Master,Other,4,Very High,4,Very High,Married,19513,4,4,Best,2
1499,22,No,Research & Development,6,1,Below College,Medical,1,Low,3,High,Married,2773,0,3,Better,2
1500,33,No,Sales,8,4,Master,Marketing,3,High,3,High,Divorced,7104,0,3,Better,5
1501,32,No,Research & Development,9,4,Master,Life Sciences,1,Low,4,Very High,Married,6322,1,2,Good,6
1502,30,No,Research & Development,3,3,Bachelor,Medical,3,High,3,High,Divorced,2083,1,3,Better,1
1503,53,No,Sales,1,1,Below College,Medical,4,Very High,1,Low,Single,8381,7,4,Best,14
1504,34,No,Research & Development,1,5,Doctor,Life Sciences,2,Medium,4,Very High,Married,2691,1,2,Good,10
1505,45,Yes,Sales,26,4,Master,Life Sciences,1,Low,1,Low,Married,4286,2,3,Better,1
1506,26,No,Research & Development,6,3,Bachelor,Life Sciences,3,High,4,Very High,Married,2659,1,3,Better,3
1507,37,No,Research & Development,3,3,Bachelor,Other,3,High,3,High,Married,9434,1,3,Better,10
1508,29,No,Sales,3,2,Some College,Medical,2,Medium,3,High,Married,5561,1,2,Good,6
1509,35,No,Research & Development,6,4,Master,Life Sciences,2,Medium,4,Very High,Single,6646,1,3,Better,17
1510,33,No,Research & Development,6,3,Bachelor,Life Sciences,3,High,4,Very High,Divorced,7725,3,1,Bad,13
1511,54,No,Human Resources,19,4,Master,Medical,3,High,2,Medium,Married,10725,2,4,Best,9
1512,36,No,Research & Development,9,2,Some College,Medical,2,Medium,2,Medium,Divorced,8847,2,3,Better,3
1513,27,No,Research & Development,3,4,Master,Medical,1,Low,4,Very High,Single,2045,0,3,Better,4
1514,20,Yes,Research & Development,10,1,Below College,Medical,4,Very High,3,High,Single,1009,1,3,Better,1
1515,33,Yes,Research & Development,3,3,Bachelor,Life Sciences,1,Low,1,Low,Single,3348,1,3,Better,10
1516,35,No,Research & Development,3,3,Bachelor,Life Sciences,3,High,3,High,Married,1281,1,3,Better,1
1517,23,No,Research & Development,4,3,Bachelor,Medical,1,Low,1,Low,Married,2819,2,4,Best,3
1518,25,No,Sales,8,3,Bachelor,Life Sciences,4,Very High,2,Medium,Married,4851,0,3,Better,3
1519,38,No,Sales,7,4,Master,Marketing,4,Very High,4,Very High,Single,4028,0,3,Better,7
1520,29,No,Research & Development,1,4,Master,Life Sciences,2,Medium,4,Very High,Divorced,2720,1,3,Better,10
1521,48,No,Sales,2,1,Below College,Marketing,2,Medium,2,Medium,Married,8120,3,3,Better,2
1522,27,No,Sales,3,1,Below College,Medical,4,Very High,4,Very High,Divorced,4647,1,3,Better,6
